time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160701:1110,49.09,385.25,8.79,65.42,23.15,2.61,0
20160701:1210,400.08,376.17,14.05,64.35,23.95,2.81,0
20160701:1310,599.2,253.56,15.05,58.41,24.23,2.85,0
20160701:1410,555.88,201.91,13.62,49.8,24.51,2.89,0
20160701:1510,372.54,198.94,10.81,40.05,24.78,2.92,0
20160701:1610,141.83,196.28,7,29.93,24.27,2.43,0
20160701:1710,97.99,97.59,5.09,19.88,23.77,1.94,0
20160701:1810,0,51.89,1.15,10.24,23.26,1.45,0
20160701:1910,0,0,0,0,22.28,1.37,0
20160701:2010,0,0,0,0,21.3,1.29,0
20160701:2110,0,0,0,0,20.32,1.21,0
20160701:2210,0,0,0,0,19.46,1.27,0
20160701:2310,0,0,0,0,18.6,1.33,0
20160702:0010,0,0,0,0,17.74,1.39,0
20160702:0110,0,0,0,0,17.77,1.74,0
20160702:0210,0,0,0,0,17.8,2.08,0
20160702:0310,0,0,0,0,17.83,2.43,0
20160702:0410,0,19.56,0.43,4.45,17.8,2.47,0
20160702:0510,0,13.61,0.3,13.68,17.78,2.52,0
20160702:0610,0,27.15,0.57,23.51,17.75,2.57,0
20160702:0710,8.12,196.38,4.3,33.63,17.6,2.81,0
20160702:0810,0,53.4,1.11,43.67,17.45,3.05,0
20160702:0910,0,143.91,3,53.12,17.31,3.3,0
20160702:1010,0,197.32,4.11,60.96,17.6,3.45,0
20160702:1110,0,210.89,4.39,65.34,17.9,3.61,0
20160702:1210,0,138.48,2.89,64.3,18.2,3.77,0
20160702:1310,0,103.18,2.15,58.38,17.99,3.9,0
20160702:1410,0,92.32,1.92,49.78,17.78,4.03,0
20160702:1510,0,73.32,1.53,40.03,17.56,4.17,0
20160702:1610,0,57.02,1.19,29.92,16.91,4,0
20160702:1710,0,49.78,1.04,19.87,16.26,3.84,0
20160702:1810,0,59.54,1.32,10.22,15.6,3.68,0
20160702:1910,0,0,0,0,14.71,2.98,0
20160702:2010,0,0,0,0,13.81,2.28,0
20160702:2110,0,0,0,0,12.92,1.57,0
20160702:2210,0,0,0,0,12.65,1.6,0
20160702:2310,0,0,0,0,12.38,1.62,0
20160703:0010,0,0,0,0,12.11,1.64,0
20160703:0110,0,0,0,0,11.89,1.32,0
20160703:0210,0,0,0,0,11.67,1,0
20160703:0310,0,0,0,0,11.45,0.68,0
20160703:0410,0,6.81,0.15,4.37,11.75,0.83,0
20160703:0510,0,67.2,1.49,13.6,12.05,0.99,0
20160703:0610,59.71,127.47,5.39,23.43,12.35,1.14,0
20160703:0710,213.53,157.65,8.79,33.54,13.29,1.36,0
20160703:0810,338.57,211.4,11.35,43.59,14.24,1.58,0
20160703:0910,158.95,359.07,10.26,53.03,15.19,1.79,0
20160703:1010,461.26,319.01,14.37,60.88,16.28,2.1,0
20160703:1110,458.56,354.1,14.69,65.26,17.38,2.4,0
20160703:1210,549.13,314.52,15.3,64.24,18.48,2.7,0
20160703:1310,466.43,318.03,14.01,58.34,19.18,2.85,0
20160703:1410,96.01,345.04,8.69,49.75,19.87,3,0
20160703:1510,69.92,281.36,7.05,40.01,20.56,3.14,0
20160703:1610,290.98,117.15,8.52,29.89,20.03,2.93,0
20160703:1710,104.39,93.07,5.17,19.84,19.51,2.71,0
20160703:1810,0,58.69,1.3,10.19,18.98,2.5,0
20160703:1910,0,0,0,0,17.9,2.24,0
20160703:2010,0,0,0,0,16.83,1.98,0
20160703:2110,0,0,0,0,15.75,1.72,0
20160703:2210,0,0,0,0,15.17,1.52,0
20160703:2310,0,0,0,0,14.6,1.32,0
20160704:0010,0,0,0,0,14.02,1.12,0
20160704:0110,0,0,0,0,13.61,1.14,0
20160704:0210,0,0,0,0,13.2,1.17,0
20160704:0310,0,0,0,0,12.79,1.2,0
20160704:0410,0,18.71,0.41,4.28,13.66,1.28,0
20160704:0510,0,66.35,1.47,13.51,14.53,1.36,0
20160704:0610,81.75,103.38,5.87,23.34,15.4,1.43,0
20160704:0710,283.87,106.01,9.52,33.46,17.01,1.08,0
20160704:0810,487.75,114.71,12.58,43.5,18.62,0.73,0
20160704:0910,635.33,142.55,14.86,52.94,20.23,0.37,0
20160704:1010,758.36,151.84,16.52,60.78,21.23,0.76,0
20160704:1110,751.03,203.64,16.86,65.17,22.23,1.14,0
20160704:1210,783.81,186.66,16.92,64.17,23.23,1.53,0
20160704:1310,685.24,205.21,15.6,58.29,23.39,1.72,0
20160704:1410,488.06,238.99,13.09,49.72,23.55,1.91,0
20160704:1510,460.19,149.28,11.45,39.99,23.7,2.1,0
20160704:1610,308.44,105.86,8.66,29.87,23.22,1.95,0
20160704:1710,116.84,82.98,5.32,19.82,22.75,1.8,0
20160704:1810,0,45.93,1.02,10.16,22.27,1.66,0
20160704:1910,0,0,0,0,20.84,1.82,0
20160704:2010,0,0,0,0,19.42,1.99,0
20160704:2110,0,0,0,0,17.99,2.15,0
20160704:2210,0,0,0,0,17.19,1.9,0
20160704:2310,0,0,0,0,16.39,1.66,0
20160705:0010,0,0,0,0,15.59,1.41,0
20160705:0110,0,0,0,0,15.24,1.29,0
20160705:0210,0,0,0,0,14.9,1.17,0
20160705:0310,0,0,0,0,14.55,1.05,0
20160705:0410,0,8.51,0.19,4.18,15.63,1.24,0
20160705:0510,0,78.26,1.74,13.42,16.71,1.43,0
20160705:0610,69.9,115.3,5.6,23.25,17.79,1.63,0
20160705:0710,208.59,159.61,8.69,33.36,19.3,1.88,0
20160705:0810,242.75,259.43,10.32,43.41,20.81,2.13,0
20160705:0910,257.51,336.17,11.54,52.84,22.33,2.39,0
20160705:1010,213.91,397.58,11.73,60.68,22.84,2.86,0
20160705:1110,535.44,320.52,15.31,65.08,23.35,3.33,0
20160705:1210,286.5,407.72,12.84,64.09,23.86,3.81,0
20160705:1310,467.44,317.32,13.99,58.24,23.2,3.65,0
20160705:1410,337.44,306.2,11.81,49.68,22.53,3.49,0
20160705:1510,442.91,160.2,11.32,39.95,21.86,3.32,0
20160705:1610,113.71,204.78,6.56,29.84,20.87,3.12,0
20160705:1710,55.46,125.24,4.32,19.78,19.89,2.92,0
20160705:1810,0,56.99,1.26,10.12,18.9,2.72,0
20160705:1910,0,0,0,0,17.99,2.24,0
20160705:2010,0,0,0,0,17.07,1.77,0
20160705:2110,0,0,0,0,16.16,1.3,0
20160705:2210,0,0,0,0,15.98,1.26,0
20160705:2310,0,0,0,0,15.81,1.21,0
20160706:0010,0,0,0,0,15.63,1.17,0
20160706:0110,0,0,0,0,15.62,1.43,0
20160706:0210,0,0,0,0,15.61,1.69,0
20160706:0310,0,0,0,0,15.59,1.94,0
20160706:0410,0,13.61,0.3,4.08,15.74,1.97,0
20160706:0510,0,62.1,1.38,13.32,15.88,1.99,0
20160706:0610,27.02,148.81,4.36,23.15,16.03,2.01,0
20160706:0710,233.92,141.12,8.96,33.27,16.46,2.24,0
20160706:0810,417.18,161.77,12,43.31,16.89,2.47,0
20160706:0910,256.79,336.22,11.52,52.75,17.32,2.7,0
20160706:1010,502.05,298.32,14.65,60.58,18.22,2.77,0
20160706:1110,469.53,349.15,14.75,64.98,19.13,2.83,0
20160706:1210,710.51,230.86,16.43,64.01,20.03,2.9,0
20160706:1310,488.59,307.55,14.15,58.18,20.51,2.96,0
20160706:1410,488.32,239.28,13.07,49.64,20.98,3.03,0
20160706:1510,296.12,236.78,10.09,39.92,21.45,3.09,0
20160706:1610,245.76,145.69,8.09,29.8,20.75,3,0
20160706:1710,81.92,109.58,4.79,19.74,20.05,2.91,0
20160706:1810,0,58.69,1.3,10.08,19.34,2.83,0
20160706:1910,0,0,0,0,17.98,2.49,0
20160706:2010,0,0,0,0,16.61,2.15,0
20160706:2110,0,0,0,0,15.25,1.81,0
20160706:2210,0,0,0,0,14.9,1.76,0
20160706:2310,0,0,0,0,14.55,1.71,0
20160707:0010,0,0,0,0,14.2,1.67,0
20160707:0110,0,0,0,0,14.01,1.62,0
20160707:0210,0,0,0,0,13.83,1.58,0
20160707:0310,0,0,0,0,13.64,1.53,0
20160707:0410,0,17.01,0.38,3.98,14.4,1.4,0
20160707:0510,0,60.39,1.34,13.22,15.17,1.27,0
20160707:0610,104.38,74.86,6.24,23.06,15.93,1.14,0
20160707:0710,281.54,105.27,9.43,33.17,17.47,1.5,0
20160707:0810,485.6,114.91,12.5,43.21,19.01,1.86,0
20160707:0910,609.67,157.75,14.62,52.64,20.56,2.22,0
20160707:1010,744.01,161.37,16.39,60.47,21.73,2.21,0
20160707:1110,810.25,166.83,17.18,64.87,22.91,2.2,0
20160707:1210,814.67,168.26,17.07,63.92,24.08,2.19,0
20160707:1310,740.88,172.8,15.92,58.11,24.41,2.5,0
20160707:1410,650.3,147.17,14.18,49.59,24.74,2.8,0
20160707:1510,488.73,132.84,11.62,39.87,25.07,3.1,0
20160707:1610,297.25,113.85,8.52,29.76,24.31,2.86,0
20160707:1710,119.52,81.46,5.32,19.7,23.55,2.63,0
20160707:1810,0,52.74,1.17,10.03,22.78,2.39,0
20160707:1910,0,0,0,0,21.14,2.29,0
20160707:2010,0,0,0,0,19.49,2.2,0
20160707:2110,0,0,0,0,17.85,2.11,0
20160707:2210,0,0,0,0,17.09,1.95,0
20160707:2310,0,0,0,0,16.33,1.79,0
20160708:0010,0,0,0,0,15.57,1.63,0
20160708:0110,0,0,0,0,15.29,1.56,0
20160708:0210,0,0,0,0,15.01,1.5,0
20160708:0310,0,0,0,0,14.73,1.43,0
20160708:0410,0,5.95,0.13,3.87,15.93,1.82,0
20160708:0510,0,27.22,0.6,13.11,17.14,2.21,0
20160708:0610,23.37,148.69,4.19,22.95,18.34,2.59,0
20160708:0710,31.15,220.72,5.39,33.07,20.49,2.56,0
20160708:0810,432.46,150.49,12.07,43.11,22.64,2.53,0
20160708:0910,597.58,165.8,14.52,52.53,24.8,2.5,0
20160708:1010,702.17,186.95,16.09,60.36,25.66,3.12,0
20160708:1110,826.25,156.5,17.26,64.76,26.53,3.75,0
20160708:1210,784.1,187.16,16.86,63.83,27.4,4.37,0
20160708:1310,266.12,382.93,12.01,58.04,27.21,4.55,0
20160708:1410,361.25,298.34,12.01,49.53,27.02,4.73,0
20160708:1510,8.06,222.35,4.77,39.82,26.82,4.91,0
20160708:1610,184.36,177.78,7.43,29.71,25.76,4.17,0
20160708:1710,40.65,129.91,3.94,19.65,24.71,3.43,0
20160708:1810,0,56.99,1.26,9.97,23.65,2.69,0
20160708:1910,0,0,0,0,22.53,2.26,0
20160708:2010,0,0,0,0,21.41,1.83,0
20160708:2110,0,0,0,0,20.29,1.41,0
20160708:2210,0,0,0,0,19.76,1.36,0
20160708:2310,0,0,0,0,19.22,1.31,0
20160709:0010,0,0,0,0,18.69,1.26,0
20160709:0110,0,0,0,0,18.36,1.21,0
20160709:0210,0,0,0,0,18.03,1.17,0
20160709:0310,0,0,0,0,17.7,1.13,0
20160709:0410,0,14.46,0.32,3.76,18.2,1.18,0
20160709:0510,0,68.05,1.51,13.01,18.7,1.22,0
20160709:0610,106.44,70.53,6.24,22.85,19.2,1.27,0
20160709:0710,264.33,116.43,9.2,32.97,20.24,1.48,0
20160709:0810,399.85,170.58,11.77,43,21.28,1.69,0
20160709:0910,621.05,149.99,14.65,52.42,22.33,1.9,0
20160709:1010,715.57,178.97,16.16,60.24,23.27,2.02,0
20160709:1110,721.87,220.5,16.58,64.64,24.21,2.14,0
20160709:1210,877.83,128.28,17.41,63.72,25.15,2.26,0
20160709:1310,770.16,155.35,16.07,57.96,25.46,2.41,0
20160709:1410,664.1,139.19,14.24,49.47,25.77,2.56,0
20160709:1510,497.73,127.12,11.64,39.77,26.07,2.7,0
20160709:1610,309.59,105.55,8.58,29.66,25.38,2.59,0
20160709:1710,119.23,81.72,5.28,19.59,24.69,2.48,0
20160709:1810,0,49.34,1.09,9.91,24,2.37,0
20160709:1910,0,0,0,0,22.43,2.29,0
20160709:2010,0,0,0,0,20.87,2.2,0
20160709:2110,0,0,0,0,19.3,2.11,0
20160709:2210,0,0,0,0,18.85,1.91,0
20160709:2310,0,0,0,0,18.4,1.71,0
20160710:0010,0,0,0,0,17.95,1.52,0
20160710:0110,0,0,0,0,17.61,1.43,0
20160710:0210,0,0,0,0,17.27,1.35,0
20160710:0310,0,0,0,0,16.93,1.27,0
20160710:0410,0,15.31,0.34,3.64,17.99,1.62,0
20160710:0510,0,54.44,1.21,12.89,19.06,1.97,0
20160710:0610,100.09,76.79,6.11,22.74,20.12,2.32,0
20160710:0710,279.54,104.57,9.34,32.86,22.21,2.1,0
20160710:0810,483.01,115.16,12.41,42.89,24.3,1.89,0
20160710:0910,631.78,143.11,14.71,52.31,26.39,1.67,0
20160710:1010,757.26,152.47,16.41,60.12,27.16,2,0
20160710:1110,841.33,147.3,17.31,64.51,27.94,2.33,0
20160710:1210,861.59,139.07,17.29,63.61,28.71,2.66,0
20160710:1310,756.07,163.85,15.96,57.88,29.25,3.15,0
20160710:1410,651.39,147.61,14.15,49.4,29.79,3.65,0
20160710:1510,488.66,133.28,11.56,39.71,30.32,4.14,0
20160710:1610,297.86,114.28,8.49,29.6,29.55,3.28,0
20160710:1710,98.92,96.81,4.98,19.53,28.78,2.43,0
20160710:1810,0,51.89,1.15,9.84,28.01,1.57,0
20160710:1910,0,0,0,0,26.34,1.59,0
20160710:2010,0,0,0,0,24.67,1.61,0
20160710:2110,0,0,0,0,23,1.63,0
20160710:2210,0,0,0,0,22.4,1.86,0
20160710:2310,0,0,0,0,21.79,2.09,0
20160711:0010,0,0,0,0,21.19,2.32,0
20160711:0110,0,0,0,0,21.03,2.53,0
20160711:0210,0,0,0,0,20.87,2.74,0
20160711:0310,0,0,0,0,20.71,2.95,0
20160711:0410,0,12.76,0.28,3.52,21.05,2.82,0
20160711:0510,0,74.01,1.64,12.78,21.38,2.69,0
20160711:0610,83.89,93.56,5.77,22.63,21.72,2.57,0
20160711:0710,253.14,123.95,9.05,32.75,22.81,2.61,0
20160711:0810,422.6,155.58,11.92,42.78,23.91,2.66,0
20160711:0910,157.43,354.79,10.11,52.19,25.01,2.7,0
20160711:1010,283.46,381.42,12.5,59.99,25.9,3.1,0
20160711:1110,0,254.34,5.3,64.38,26.8,3.5,0
20160711:1210,0,105.9,2.21,63.5,27.69,3.9,0
20160711:1310,0,89.61,1.87,57.78,27.31,4.09,0
20160711:1410,63.01,331.65,7.88,49.32,26.92,4.28,0
20160711:1510,129.79,283.38,8.07,39.64,26.53,4.47,0
20160711:1610,176.89,180.79,7.3,29.54,25.14,3.47,0
20160711:1710,4.58,112.95,2.49,19.47,23.76,2.47,0
20160711:1810,0,51.89,1.15,9.77,22.37,1.48,0
20160711:1910,0,0,0,0,21.72,1.26,0
20160711:2010,0,0,0,0,21.08,1.03,0
20160711:2110,0,0,0,0,20.43,0.81,0
20160711:2210,0,0,0,0,19.9,0.87,0
20160711:2310,0,0,0,0,19.37,0.93,0
20160712:0010,0,0,0,0,18.84,0.99,0
20160712:0110,0,0,0,0,18.59,0.98,0
20160712:0210,0,0,0,0,18.34,0.97,0
20160712:0310,0,0,0,0,18.09,0.97,0
20160712:0410,0,4.25,0.09,3.4,17.98,0.74,0
20160712:0510,0,11.91,0.26,12.66,17.86,0.51,0
20160712:0610,4.49,131.28,2.94,22.51,17.75,0.29,0
20160712:0710,0,110.43,2.3,32.63,17.84,0.43,0
20160712:0810,0,68.79,1.43,42.66,17.94,0.57,0
20160712:0910,0,77.84,1.62,52.06,18.04,0.7,0
20160712:1010,0,99.56,2.07,59.85,18.19,1.07,0
20160712:1110,0,102.28,2.13,64.24,18.35,1.43,0
20160712:1210,0,96.85,2.02,63.38,18.5,1.79,0
20160712:1310,0,85.99,1.79,57.69,18.65,1.62,0
20160712:1410,0,68.79,1.43,49.24,18.79,1.45,0
20160712:1510,0,102.28,2.13,39.57,18.93,1.28,0
20160712:1610,0,55.21,1.15,29.47,18.73,1.4,0
20160712:1710,3.94,109.37,2.4,19.39,18.53,1.52,0
20160712:1810,0,25.52,0.57,9.69,18.33,1.64,0
20160712:1910,0,0,0,0,17.35,1.69,0
20160712:2010,0,0,0,0,16.36,1.74,0
20160712:2110,0,0,0,0,15.38,1.79,0
20160712:2210,0,0,0,0,15.2,1.78,0
20160712:2310,0,0,0,0,15.02,1.77,0
20160713:0010,0,0,0,0,14.84,1.75,0
20160713:0110,0,0,0,0,14.16,1.77,0
20160713:0210,0,0,0,0,13.48,1.78,0
20160713:0310,0,0,0,0,12.8,1.79,0
20160713:0410,0,10.21,0.23,3.27,13.1,2.06,0
20160713:0510,0,67.2,1.49,12.54,13.39,2.34,0
20160713:0610,0,43.45,0.91,22.39,13.69,2.61,0
20160713:0710,15.69,202.73,4.62,32.52,13.92,2.74,0
20160713:0810,0,167.45,3.49,42.54,14.16,2.87,0
20160713:0910,0,185.55,3.87,51.94,14.4,3.01,0
20160713:1010,139.54,397.5,10.49,59.72,14.61,3.29,0
20160713:1110,0,91.42,1.9,64.1,14.83,3.57,0
20160713:1210,0,85.99,1.79,63.25,15.04,3.85,0
20160713:1310,0,142.1,2.96,57.58,14.42,3.71,0
20160713:1410,32.17,307.37,6.9,49.16,13.8,3.58,0
20160713:1510,0,75.13,1.57,39.49,13.17,3.45,0
20160713:1610,25.43,196.07,4.58,29.39,12.84,3.43,0
20160713:1710,26.39,130.03,3.49,19.32,12.52,3.41,0
20160713:1810,0,11.91,0.26,9.61,12.19,3.39,0
20160713:1910,0,0,0,0,11.75,3.19,0
20160713:2010,0,0,0,0,11.31,2.98,0
20160713:2110,0,0,0,0,10.87,2.77,0
20160713:2210,0,0,0,0,10.92,3.01,0
20160713:2310,0,0,0,0,10.96,3.25,0
20160714:0010,0,0,0,0,11.01,3.49,0
20160714:0110,0,0,0,0,10.7,3.31,0
20160714:0210,0,0,0,0,10.39,3.14,0
20160714:0310,0,0,0,0,10.08,2.97,0
20160714:0410,0,5.1,0.11,3.14,10.25,2.97,0
20160714:0510,0,56.14,1.24,12.41,10.43,2.98,0
20160714:0610,0,51.59,1.08,22.27,10.6,2.99,0
20160714:0710,0.75,143.91,3.02,32.39,10.86,3.01,0
20160714:0810,0.9,194.64,4.07,42.42,11.12,3.03,0
20160714:0910,0,127.62,2.66,51.8,11.39,3.05,0
20160714:1010,0,122.19,2.55,59.57,11.77,2.96,0
20160714:1110,50.94,382.94,8.75,63.95,12.16,2.86,0
20160714:1210,10.99,319.65,6.83,63.11,12.55,2.77,0
20160714:1310,345.53,361.8,12.77,57.47,12.95,3,0
20160714:1410,13.97,278.26,6.02,49.07,13.34,3.22,0
20160714:1510,84.76,280.47,7.24,39.41,13.73,3.45,0
20160714:1610,93.83,206.47,6.13,29.31,13.55,3.37,0
20160714:1710,0,22.63,0.47,19.23,13.38,3.29,0
20160714:1810,0,19.56,0.43,9.52,13.2,3.21,0
20160714:1910,0,0,0,0,12.68,2.86,0
20160714:2010,0,0,0,0,12.17,2.51,0
20160714:2110,0,0,0,0,11.65,2.15,0
20160714:2210,0,0,0,0,11.26,1.77,0
20160714:2310,0,0,0,0,10.88,1.4,0
20160715:0010,0,0,0,0,10.49,1.02,0
20160715:0110,0,0,0,0,10.06,1.07,0
20160715:0210,0,0,0,0,9.64,1.12,0
20160715:0310,0,0,0,0,9.21,1.17,0
20160715:0410,0,9.36,0.21,3.01,9.55,1.25,0
20160715:0510,0,56.14,1.24,12.28,9.88,1.33,0
20160715:0610,32.76,138.53,4.41,22.15,10.22,1.41,0
20160715:0710,105.73,209.67,7.03,32.27,11.07,1.89,0
20160715:0810,280.73,235.26,10.51,42.29,11.92,2.37,0
20160715:0910,4.98,261.93,5.54,51.67,12.77,2.86,0
20160715:1010,107.38,391.5,9.85,59.43,13.6,3.08,0
20160715:1110,0,105.9,2.21,63.8,14.44,3.31,0
20160715:1210,96.88,404.17,9.85,62.97,15.27,3.53,0
20160715:1310,13.19,309.93,6.66,57.36,15.48,3.6,0
20160715:1410,26.92,299.57,6.66,48.97,15.69,3.67,0
20160715:1510,297.95,234.45,9.94,39.32,15.9,3.74,0
20160715:1610,160.87,186.46,7.03,29.22,15.54,3.55,0
20160715:1710,0,53.4,1.11,19.14,15.18,3.36,0
20160715:1810,0,40.83,0.91,9.42,14.82,3.17,0
20160715:1910,0,0,0,0,14.08,2.58,0
20160715:2010,0,0,0,0,13.35,1.99,0
20160715:2110,0,0,0,0,12.61,1.39,0
20160715:2210,0,0,0,0,12.29,1.53,0
20160715:2310,0,0,0,0,11.96,1.67,0
20160716:0010,0,0,0,0,11.64,1.81,0
20160716:0110,0,0,0,0,10.58,1.94,0
20160716:0210,0,0,0,0,9.52,2.06,0
20160716:0310,0,0,0,0,8.45,2.19,0
20160716:0410,0,10.21,0.23,2.87,9.48,1.96,0
20160716:0510,0,59.54,1.32,12.15,10.5,1.73,0
20160716:0610,90.24,81.09,5.77,22.02,11.53,1.5,0
20160716:0710,269.01,107.95,9.05,32.14,13.02,2.05,0
20160716:0810,479.13,114.89,12.2,42.16,14.51,2.6,0
20160716:0910,629.2,142.93,14.52,51.53,16.01,3.14,0
20160716:1010,741.43,162.66,16.16,59.27,17.08,3.35,0
20160716:1110,810.32,168.21,16.99,63.64,18.16,3.56,0
20160716:1210,785.27,187.48,16.69,62.82,19.23,3.77,0
20160716:1310,742.19,174.33,15.75,57.23,19.59,3.75,0
20160716:1410,640.99,154.84,13.94,48.86,19.95,3.73,0
20160716:1510,397.29,187.18,10.77,39.23,20.31,3.71,0
20160716:1610,280.66,124.8,8.2,29.13,19.72,3.31,0
20160716:1710,111.78,85.59,5.02,19.05,19.13,2.9,0
20160716:1810,0,45.93,1.02,9.32,18.54,2.5,0
20160716:1910,0,0,0,0,17.41,2.34,0
20160716:2010,0,0,0,0,16.29,2.18,0
20160716:2110,0,0,0,0,15.16,2.03,0
20160716:2210,0,0,0,0,14.87,1.73,0
20160716:2310,0,0,0,0,14.59,1.44,0
20160717:0010,0,0,0,0,14.3,1.14,0
20160717:0110,0,0,0,0,13.37,1.3,0
20160717:0210,0,0,0,0,12.44,1.45,0
20160717:0310,0,0,0,0,11.51,1.6,0
20160717:0410,0,8.51,0.19,2.73,12.56,1.63,0
20160717:0510,0,53.59,1.19,12.02,13.6,1.66,0
20160717:0610,96.61,73.02,5.87,21.89,14.65,1.7,0
20160717:0710,278.66,100.71,9.13,32.01,16.52,1.6,0
20160717:0810,487.44,109.22,12.24,42.03,18.39,1.5,0
20160717:0910,640.46,136.05,14.58,51.39,20.26,1.41,0
20160717:1010,755.51,153.54,16.22,59.12,21.53,1.52,0
20160717:1110,841.25,148.38,17.14,63.47,22.81,1.63,0
20160717:1210,878.48,129.4,17.22,62.67,24.08,1.74,0
20160717:1310,771.3,156.71,15.9,57.1,24.4,2.06,0
20160717:1410,665.19,140.55,14.07,48.75,24.72,2.39,0
20160717:1510,498.24,128.5,11.47,39.13,25.03,2.72,0
20160717:1610,308.35,106.86,8.39,29.03,24.32,2.41,0
20160717:1710,118.4,80.2,5.07,18.95,23.61,2.11,0
20160717:1810,0,45.08,1,9.22,22.89,1.81,0
20160717:1910,0,0,0,0,21.56,1.96,0
20160717:2010,0,0,0,0,20.24,2.11,0
20160717:2110,0,0,0,0,18.91,2.26,0
20160717:2210,0,0,0,0,18.28,2.01,0
20160717:2310,0,0,0,0,17.66,1.76,0
20160718:0010,0,0,0,0,17.03,1.5,0
20160718:0110,0,0,0,0,16.6,1.43,0
20160718:0210,0,0,0,0,16.17,1.35,0
20160718:0310,0,0,0,0,15.74,1.27,0
20160718:0410,0,0,0,0,16.59,1.18,0
20160718:0510,0,52.74,1.17,11.88,17.43,1.09,0
20160718:0610,97.61,70.52,5.85,21.75,18.28,0.99,0
20160718:0710,272.54,104.52,9.03,31.88,20.17,0.91,0
20160718:0810,486.72,109.36,12.2,41.89,22.06,0.83,0
20160718:0910,640.8,135.2,14.54,51.24,23.95,0.74,0
20160718:1010,769.71,144.38,16.28,58.95,24.85,1.12,0
20160718:1110,841.79,148.57,17.13,63.3,25.76,1.5,0
20160718:1210,879.12,129.58,17.2,62.51,26.67,1.88,0
20160718:1310,771.83,155.83,15.86,56.97,26.9,2.24,0
20160718:1410,640.75,155.26,13.88,48.64,27.12,2.61,0
20160718:1510,498.62,127.68,11.43,39.02,27.34,2.98,0
20160718:1610,303.01,109.92,8.32,28.93,26.47,2.69,0
20160718:1710,117.65,80.37,5.04,18.84,25.6,2.41,0
20160718:1810,0,46.78,1.04,9.1,24.72,2.12,0
20160718:1910,0,0,0,0,23.09,2.14,0
20160718:2010,0,0,0,0,21.45,2.15,0
20160718:2110,0,0,0,0,19.82,2.17,0
20160718:2210,0,0,0,0,19.16,2.01,0
20160718:2310,0,0,0,0,18.51,1.86,0
20160719:0010,0,0,0,0,17.85,1.71,0
20160719:0110,0,0,0,0,17.42,1.65,0
20160719:0210,0,0,0,0,16.99,1.58,0
20160719:0310,0,0,0,0,16.55,1.52,0
20160719:0410,0,0,0,0,17.41,1.54,0
20160719:0510,0,52.74,1.17,11.74,18.26,1.56,0
20160719:0610,95.03,72.42,5.77,21.62,19.12,1.59,0
20160719:0710,271.73,104.65,9,31.75,21.16,1.46,0
20160719:0810,476.92,115.33,12.09,41.75,23.2,1.34,0
20160719:0910,640.19,135.37,14.5,51.09,25.25,1.21,0
20160719:1010,755.38,152.86,16.14,58.79,26.25,1.32,0
20160719:1110,841.3,148.75,17.09,63.12,27.26,1.43,0
20160719:1210,863.18,139.42,17.07,62.34,28.27,1.53,0
20160719:1310,771.31,157.12,15.84,56.82,28.62,1.8,0
20160719:1410,665.16,140.95,14.01,48.51,28.97,2.07,0
20160719:1510,498.02,128.91,11.41,38.91,29.31,2.34,0
20160719:1610,307.86,107.25,8.34,28.82,28.47,2.13,0
20160719:1710,117.58,80.5,5.02,18.73,27.63,1.91,0
20160719:1810,0,45.08,1,8.98,26.78,1.7,0
20160719:1910,0,0,0,0,25.06,1.89,0
20160719:2010,0,0,0,0,23.34,2.09,0
20160719:2110,0,0,0,0,21.62,2.29,0
20160719:2210,0,0,0,0,20.72,1.99,0
20160719:2310,0,0,0,0,19.81,1.69,0
20160720:0010,0,0,0,0,18.91,1.39,0
20160720:0110,0,0,0,0,18.17,1.31,0
20160720:0210,0,0,0,0,17.44,1.24,0
20160720:0310,0,0,0,0,16.7,1.16,0
20160720:0410,0,0,0,0,17.74,1.42,0
20160720:0510,0,52.74,1.17,11.59,18.79,1.67,0
20160720:0610,92.46,74.34,5.7,21.48,19.83,1.93,0
20160720:0710,270.96,103.9,8.94,31.61,22.36,1.46,0
20160720:0810,476.28,115.49,12.05,41.61,24.89,0.99,0
20160720:0910,639.62,135.55,14.47,50.94,27.43,0.52,0
20160720:1010,754.86,154.11,16.13,58.62,28.51,0.73,0
20160720:1110,841.95,147.87,17.05,62.93,29.6,0.93,0
20160720:1210,862.79,140.7,17.05,62.17,30.68,1.13,0
20160720:1310,757.51,165.77,15.73,56.68,31.04,1.43,0
20160720:1410,652.68,148.45,13.9,48.39,31.39,1.73,0
20160720:1510,489.14,134.16,11.32,38.79,31.74,2.03,0
20160720:1610,290.43,117.98,8.17,28.71,30.68,1.91,0
20160720:1710,118.89,78.84,5,18.61,29.63,1.79,0
20160720:1810,0,48.49,1.08,8.86,28.57,1.67,0
20160720:1910,0,0,0,0,27.62,1.49,0
20160720:2010,0,0,0,0,26.68,1.32,0
20160720:2110,0,0,0,0,25.73,1.14,0
20160720:2210,0,0,0,0,24.41,1.2,0
20160720:2310,0,0,0,0,23.08,1.25,0
20160721:0010,0,0,0,0,21.76,1.3,0
20160721:0110,0,0,0,0,21.32,1.78,0
20160721:0210,0,0,0,0,20.88,2.26,0
20160721:0310,0,0,0,0,20.44,2.74,0
20160721:0410,0,0,0,0,20.08,2.57,0
